"Tournament","date","player1_id","player2_id","player1_score","player2_score","url"
"Ultimate Singles",2019-03-23,"Biggymouth"," rumi",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"JTreezy","IsaiahJH",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Duwang"," Alm",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Disorient"," FireThePyro",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Biggymouth","JTreezy",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Duwang","Disorient",2,1,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",NA,"Biggymouth","Duwang",NA,NA,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Pump","MVP",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Shiroe","Shoop",-1,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"DJ","Shurima",0,-1,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23," YAMAGE!","Barletto",1,2,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Oasis"," Doggy",0,-1,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"StealyMonk","Synth",0,-1,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Dinodan"," JoCo",0,-1,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23," Waldo","Quailius",0,-1,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Pump","Goose",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Shoop","Rebel",-1,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"DJ","Double R",2,1,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Barletto","Pinkowl",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Oasis","Lionel Coin Bank",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"StealyMonk","Clout",0,2,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Dinodan","RadicalSquid",0,2,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23," Waldo","arc",-1,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"hyperspace","Pump",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"kudaltrix","Rebel",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"CrimsonBattousai","DJ",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"BananaLinkStar","Barletto",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23," softdrinks","Oasis",2,1,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"KurtMage","Clout",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"Bread","RadicalSquid",2,0,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
"Ultimate Singles",2019-03-23,"staples","arc",2,1,"https://smash.gg/tournament/orbitar-67/event/ultimate-singles"
